k,trial,seed,observed_hop,cep_50,cep_95,mean_err,std_err,n_samples,n_uavs,n_edges,test_uav_id,ground_truth_x,ground_truth_y,ground_truth_z,wall_time_s
2,20,1200020,2,42.0904,43.5829,42.5272,0.6546,355,9,25,6,-28.672,176.227,50.0,51.29
2,21,1200021,2,19.0999,20.4277,18.1815,1.9241,530,9,23,6,-90.993,155.306,50.0,51.26
2,22,1200022,2,20.1154,20.7559,18.2952,2.9903,588,9,25,6,-49.019,-137.849,50.0,51.24
2,23,1200023,2,27.5696,28.5681,27.742,0.8315,408,9,24,6,46.7,-132.296,50.0,51.22
2,24,1200024,2,45.8952,52.8762,47.7474,3.356,136,9,25,6,-52.105,171.681,50.0,51.26
2,25,1200025,2,53.2384,54.755,52.8425,1.3815,403,9,24,6,60.465,160.968,50.0,51.23
2,26,1200026,2,15.5365,17.0899,15.4236,1.4318,582,9,25,6,-159.368,-40.031,50.0,51.36
2,27,1200027,2,19.8542,26.5298,20.1823,4.1803,456,9,25,6,-121.102,-97.816,50.0,51.38
2,28,1200028,2,45.2726,48.0655,46.1978,1.3145,576,9,25,6,-34.717,-140.759,50.0,51.28
2,29,1200029,2,19.2541,25.4577,21.57,3.2546,438,9,25,6,144.914,-22.7,50.0,51.33
2,30,1200030,2,40.4522,41.1873,39.301,1.862,413,9,25,6,-166.238,-17.169,50.0,51.24
2,31,1200031,2,38.5187,44.1461,40.4455,3.4286,437,9,25,6,-144.753,103.585,50.0,51.26
2,32,1200032,2,8.7246,10.5629,8.6397,1.7094,523,9,25,6,100.353,-98.534,50.0,51.26
2,33,1200033,2,45.168,47.1879,45.14,1.7245,547,9,25,6,-165.655,-19.712,50.0,51.28
2,34,1200034,2,33.622,33.7033,32.4454,1.3254,375,9,25,6,124.502,-69.335,50.0,51.31
2,35,1200035,2,69.0549,69.1208,67.0935,2.8376,314,9,25,6,-163.966,-26.207,50.0,51.32
2,36,1200036,2,16.2938,17.762,13.6871,3.4028,353,9,25,6,-9.396,177.319,50.0,51.27
2,37,1200037,2,31.0581,32.8404,31.3871,0.591,326,9,25,6,136.866,-46.165,50.0,51.24
2,38,1200038,2,16.7613,17.3683,16.7682,0.3744,289,9,24,6,-169.685,7.293,50.0,51.22
2,39,1200039,2,23.9023,24.05,23.3384,0.7055,432,9,25,6,-166.525,50.483,50.0,51.25
2,40,1200040,2,19.7075,21.428,20.1713,0.7911,330,9,25,6,110.151,122.979,50.0,51.21
2,41,1200041,2,10.0196,11.959,10.0647,1.2066,595,9,24,6,-62.407,-133.853,50.0,51.26
2,42,1200042,2,16.3756,18.179,16.6801,0.6042,303,9,24,6,-106.502,-110.301,50.0,51.23
2,43,1200043,2,13.8448,14.7896,14.0616,0.5354,352,9,25,6,-0.224,177.022,50.0,51.34
2,44,1200044,2,83.8936,86.6024,83.7073,2.0318,143,9,25,6,-52.778,171.496,50.0,51.21
2,45,1200045,2,24.3131,26.9706,24.949,1.0628,368,9,24,6,81.046,148.89,50.0,51.22
2,46,1200046,2,23.0916,25.0063,22.8493,1.6723,547,9,25,6,-1.027,-142.428,50.0,51.3
2,47,1200047,2,27.9197,28.2746,27.8597,0.2055,457,9,25,6,132.421,-55.591,50.0,51.3
2,48,1200048,2,67.6788,69.1186,67.1125,1.9451,482,9,24,6,-70.102,-130.962,50.0,51.31
2,49,1200049,2,23.9486,24.0731,22.5984,1.7125,331,9,24,6,66.026,158.104,50.0,51.33
3,1,1300001,3,36.3042,37.9572,36.141,1.4823,427,12,35,9,-259.016,21.71,50.0,51.86
3,0,1300000,3,26.8858,27.7926,26.7195,0.9849,411,12,36,9,185.835,-123.418,50.0,52.09
3,2,1300002,3,21.0949,21.5647,20.8303,0.6128,494,12,36,9,-31.131,239.742,50.0,51.83
3,3,1300003,3,41.4681,48.162,42.9895,3.815,550,12,36,9,171.051,-145.257,50.0,51.93
3,4,1300004,3,13.9855,14.8711,13.943,0.7665,201,12,35,9,123.224,-192.58,50.0,51.81
3,5,1300005,3,29.9553,30.7545,29.9944,0.6173,578,12,36,9,199.084,-97.991,50.0,51.89
3,6,1300006,3,8.3365,8.7621,8.2619,0.4522,238,12,36,9,31.659,-234.374,50.0,51.88
3,7,1300007,3,28.3355,29.9032,28.6269,0.8958,576,12,34,9,217.489,34.623,50.0,51.86
3,8,1300008,3,8.1119,11.8393,9.0389,1.772,579,12,36,9,-223.842,-126.683,50.0,51.87
3,9,1300009,3,9.9557,12.1478,10.0287,1.368,514,12,35,9,74.81,220.479,50.0,51.88
3,10,1300010,3,56.421,58.9626,56.6207,1.4572,535,12,34,9,-130.492,213.053,50.0,51.69
3,11,1300011,3,26.6616,27.1211,26.7469,0.6702,554,12,36,9,-229.434,-117.207,50.0,51.8
3,12,1300012,3,4.9332,8.0794,5.1215,1.3709,496,12,36,9,-15.087,239.95,50.0,51.75
3,13,1300013,3,14.8523,14.9208,14.5738,0.5052,516,12,36,9,151.714,-167.673,50.0,51.79
3,14,1300014,3,19.309,19.9963,18.6347,1.52,488,12,36,9,170.657,145.773,50.0,51.78
3,15,1300015,3,37.9736,43.0603,38.7131,3.3431,556,12,36,9,-192.023,-167.356,50.0,51.85
3,16,1300016,3,30.6769,30.9181,30.4464,0.9033,380,12,35,9,-258.916,-22.787,50.0,51.79
3,17,1300017,3,18.957,20.6672,18.6467,1.7052,573,12,35,9,132.615,185.226,50.0,51.85
3,18,1300018,3,91.3217,94.1625,91.3031,2.3387,560,12,36,9,45.565,-230.87,50.0,51.79
3,19,1300019,3,65.3784,65.7713,65.1731,0.5766,564,12,36,9,211.941,61.672,50.0,51.79
3,20,1300020,3,66.266,70.8748,65.8653,4.3862,468,12,35,9,-259.974,3.546,50.0,51.79
3,21,1300021,3,17.6083,19.105,17.0783,2.2142,448,12,36,9,-254.301,-51.993,50.0,51.76
3,22,1300022,3,8.333,11.948,7.7738,2.7956,448,12,34,9,-121.52,217.471,50.0,51.66
3,23,1300023,3,26.2868,27.4031,25.8808,1.2319,543,12,36,9,-195.328,163.89,50.0,51.82
3,24,1300024,3,24.5636,25.2047,23.5176,1.7596,322,12,36,9,-81.913,-231.877,50.0,51.87
3,25,1300025,3,98.4083,100.3549,97.8975,2.0515,400,12,34,9,-95.256,-227.896,50.0,51.78
3,26,1300026,3,4.9835,10.2614,6.1911,2.8019,499,12,36,9,-202.014,-156.432,50.0,51.67
3,27,1300027,3,25.3509,29.3758,26.4762,2.1497,513,12,34,9,-100.187,-226.208,50.0,51.74
3,28,1300028,3,52.5325,54.514,52.8043,1.1137,491,12,35,9,-258.727,24.682,50.0,51.69
3,29,1300029,3,18.0144,18.5718,16.501,1.8716,407,12,36,9,-197.424,-161.619,50.0,51.75
3,30,1300030,3,23.328,25.7306,22.4387,2.4333,534,12,35,9,130.386,187.04,50.0,51.73
3,31,1300031,3,28.613,29.68,28.5391,0.6878,549,12,35,9,78.284,218.953,50.0,51.76
3,32,1300032,3,18.0541,18.8833,17.9224,0.8142,570,12,36,9,174.2,-141.019,50.0,51.79
3,33,1300033,3,49.9375,50.5763,49.4748,1.0039,568,12,35,9,-257.372,35.419,50.0,51.77
3,34,1300034,3,20.0212,21.1038,20.2751,0.4965,570,12,35,9,-255.334,-47.095,50.0,51.63
3,36,1300036,3,29.3621,30.538,29.1444,1.2083,567,12,36,9,171.22,145.034,50.0,51.74
3,35,1300035,3,11.6599,11.7938,11.3615,0.5238,563,12,36,9,176.374,137.975,50.0,51.89
3,37,1300037,3,42.436,44.0552,42.7307,0.7796,241,12,35,9,94.196,-211.09,50.0,51.76
3,38,1300038,3,69.818,70.8622,69.9391,0.5951,407,12,35,9,117.671,-196.588,50.0,51.75
3,39,1300039,3,51.2211,51.8463,51.1995,0.2594,177,12,36,9,-10.553,239.814,50.0,51.84
3,40,1300040,3,39.8951,40.4072,39.3779,0.8219,362,12,35,9,79.562,-218.374,50.0,51.74
3,41,1300041,3,11.1986,14.129,11.9643,1.4528,587,12,36,9,201.572,-92.228,50.0,51.81
3,42,1300042,3,6.7862,9.6315,6.8028,2.3632,545,12,36,9,197.285,-101.918,50.0,51.76
3,43,1300043,3,23.2338,25.1072,23.5855,0.8645,531,12,36,9,190.495,115.29,50.0,51.84
3,44,1300044,3,8.2452,12.1316,9.3157,1.8009,83,12,35,9,125.948,-190.524,50.0,51.79
3,45,1300045,3,12.2205,14.5774,12.7807,1.1314,571,12,36,9,157.047,162.032,50.0,51.74
3,46,1300046,3,18.2116,18.9556,18.1652,0.4752,591,12,33,9,99.737,207.998,50.0,51.6
3,47,1300047,3,54.4316,54.7747,53.7802,1.0285,559,12,36,9,140.89,178.086,50.0,51.78
3,49,1300049,3,17.9577,22.1898,18.5752,2.7147,557,12,34,9,-116.017,219.956,50.0,51.82
3,48,1300048,3,16.228,16.8059,15.7922,0.7529,304,12,36,9,213.801,-54.193,50.0,51.96
5,0,1500000,5,32.5232,36.1365,32.2471,2.0079,339,18,58,15,307.231,-285.003,50.0,53.48
5,1,1500001,5,29.268,29.9829,28.9268,0.8972,485,18,55,15,-230.169,302.553,50.0,53.37
5,2,1500002,5,43.7236,44.6548,43.7223,0.5422,475,18,55,15,401.693,-98.417,50.0,53.41
5,3,1500003,5,29.9012,33.7648,29.1413,3.418,459,18,56,15,246.615,-339.831,50.0,53.41
5,4,1500004,5,28.2335,30.457,28.7463,1.2173,481,18,58,15,316.533,-274.298,50.0,53.66
5,5,1500005,5,35.7238,36.9423,35.8925,0.6746,435,18,58,15,0.49,382.566,50.0,53.45
5,6,1500006,5,58.0359,63.5901,58.7747,2.8609,472,18,55,15,409.742,-31.684,50.0,53.38
5,7,1500007,5,19.4464,20.8847,19.6955,0.8205,449,18,56,15,-388.967,-46.055,50.0,53.46
5,8,1500008,5,7.654,12.0323,8.18,2.449,454,18,58,15,375.004,-180.941,50.0,53.39
5,9,1500009,5,38.2573,39.5506,38.4475,0.7406,442,18,58,15,-85.307,371.159,50.0,53.47
5,10,1500010,5,22.1605,23.1775,22.0565,0.8709,478,18,58,15,47.447,380.923,50.0,53.41
5,11,1500011,5,33.6396,34.92,33.6369,0.755,338,18,55,15,409.814,-29.507,50.0,53.37
5,12,1500012,5,18.1402,20.5888,17.8371,1.9694,493,18,55,15,-232.385,300.877,50.0,53.19
5,13,1500013,5,32.1686,34.0464,31.4536,1.7153,448,18,58,15,359.124,-212.544,50.0,53.55
5,14,1500014,5,37.9887,38.8889,37.9913,0.6105,487,18,56,15,-385.511,-77.079,50.0,53.32
5,15,1500015,5,103.1054,104.8758,102.4905,2.0118,396,18,55,15,-246.911,289.268,50.0,53.41
5,16,1500016,5,16.8592,17.3325,16.6415,0.7417,236,18,55,15,404.435,-83.81,50.0,53.34
5,17,1500017,5,58.6101,67.8407,59.3115,4.6385,489,18,55,15,409.951,-23.57,50.0,53.23
5,18,1500018,5,47.9253,50.2191,48.3989,1.0925,486,18,58,15,-97.85,367.866,50.0,53.41
5,19,1500019,5,34.6727,35.6481,34.7807,0.6241,442,18,58,15,379.983,134.707,50.0,53.51
5,20,1500020,5,28.8173,31.403,29.0775,1.1572,463,18,56,15,-388.961,11.493,50.0,53.4
5,21,1500021,5,21.9967,22.7643,22.0532,0.3973,454,18,58,15,-363.021,127.093,50.0,53.42
5,22,1500022,5,15.9519,18.1741,15.6636,1.3974,318,18,58,15,-330.611,-227.045,50.0,53.61
5,23,1500023,5,8.008,10.7348,7.9281,1.8482,438,18,58,15,-312.92,-253.376,50.0,53.61
5,24,1500024,5,81.1942,84.4672,81.1077,2.6608,447,18,58,15,-322.675,204.778,50.0,53.29
5,25,1500025,5,19.3364,20.7043,19.4156,0.7384,448,18,58,15,73.494,377.608,50.0,53.34
5,26,1500026,5,31.4373,33.6109,31.1889,1.7138,472,18,55,15,403.66,53.614,50.0,53.34
5,27,1500027,5,27.6191,30.974,28.6027,1.5198,240,18,55,15,-213.049,314.717,50.0,53.31
5,28,1500028,5,14.0318,16.1501,13.6339,1.9216,438,18,58,15,80.746,376.373,50.0,53.4
5,29,1500029,5,12.2512,19.5019,12.6404,3.2824,440,18,58,15,389.667,108.588,50.0,53.39
5,30,1500030,5,27.2848,30.2915,28.0134,1.4678,466,18,58,15,-318.04,211.568,50.0,53.54
5,31,1500031,5,17.4733,18.267,16.9401,1.2336,429,18,58,15,322.634,232.199,50.0,53.47
5,32,1500032,5,30.5964,32.1256,30.4061,1.1056,465,18,55,15,-229.537,-337.667,50.0,53.25
5,33,1500033,5,4.9359,9.1492,5.6609,1.8847,486,18,55,15,-251.425,285.428,50.0,53.3
5,34,1500034,5,12.9373,16.6333,13.3096,1.7947,451,18,58,15,-379.201,74.995,50.0,53.47
5,35,1500035,5,11.8169,12.7481,11.9555,0.5131,445,18,58,15,397.488,81.942,50.0,53.61
5,36,1500036,5,48.4051,49.6117,48.2252,0.8956,455,18,58,15,-370.116,107.226,50.0,53.55
5,37,1500037,5,30.5578,31.2829,30.4198,0.6903,444,18,58,15,-60.835,376.358,50.0,53.45
5,38,1500038,5,14.5633,16.9947,14.3419,1.473,484,18,58,15,391.532,102.818,50.0,53.53
5,39,1500039,5,13.0487,15.0987,13.0739,1.0168,494,18,58,15,11.868,-417.316,50.0,53.48
5,40,1500040,5,51.0622,52.4172,51.0675,0.7456,431,18,58,15,387.792,-148.748,50.0,53.29
5,41,1500041,5,3.4402,4.3618,3.4689,0.5009,453,18,56,15,198.232,-370.264,50.0,53.16
5,42,1500042,5,42.427,45.3801,43.6029,1.6164,325,18,58,15,-294.901,241.591,50.0,53.4
5,43,1500043,5,23.6676,25.176,23.9966,0.6749,455,18,54,15,209.269,329.511,50.0,53.25
5,44,1500044,5,16.3641,20.1875,17.0883,1.7508,447,18,58,15,-320.375,-242.825,50.0,53.34
5,45,1500045,5,51.1901,63.3301,52.0806,4.8234,448,18,55,15,-232.194,-335.663,50.0,53.12
5,46,1500046,5,44.7105,48.2254,44.4134,2.2911,436,18,56,15,-385.848,40.16,50.0,52.8
5,47,1500047,5,13.0417,19.1125,14.3814,2.6701,483,18,58,15,326.918,226.735,50.0,52.82
5,48,1500048,5,31.0091,31.3922,30.4525,1.0331,577,18,55,15,-240.73,294.344,50.0,52.47
5,49,1500049,5,13.0708,15.4457,13.3556,1.3841,526,18,58,15,-282.259,255.781,50.0,52.4
