scenario,trial,follower_id,switching_time_s,detection_ok,n_anchors,n_followers,pass_threshold_s,wall_time_s
S5,4,8,1.085959984920919,True,3,10,15.0,14.93
S5,4,9,1.0159083344042301,True,3,10,15.0,14.93
S5,5,0,1.0948917516507208,True,3,10,15.0,12.72
S5,5,1,1.0116318054497242,True,3,10,15.0,12.72
S5,5,2,1.319890493992716,True,3,10,15.0,12.72
S5,5,3,1.0073419562540948,True,3,10,15.0,12.72
S5,5,4,1.0094427657313645,True,3,10,15.0,12.72
S5,5,5,1.414721635170281,True,3,10,15.0,12.72
S5,5,6,1.4124645050615072,True,3,10,15.0,12.72
S5,5,7,1.0160075440071523,True,3,10,15.0,12.72
S5,5,8,1.0042042406275868,True,3,10,15.0,12.72
S5,5,9,1.0870290398597717,True,3,10,15.0,12.72
S5,7,0,1.1200054711662233,True,3,10,15.0,12.68
S5,7,1,1.1422035028226674,True,3,10,15.0,12.68
S5,7,2,1.0894400589168072,True,3,10,15.0,12.68
S5,7,3,1.098237725906074,True,3,10,15.0,12.68
S5,7,4,1.1766996872611344,True,3,10,15.0,12.68
S5,7,5,1.1811873340047896,True,3,10,15.0,12.68
S5,7,6,1.1323662409558892,True,3,10,15.0,12.68
S5,7,7,1.1369058978743851,True,3,10,15.0,12.68
S5,7,8,1.0103709711693227,True,3,10,15.0,12.68
S5,7,9,1.194896028842777,True,3,10,15.0,12.68
S5,6,0,1.0156579059548676,True,3,10,15.0,15.15
S5,6,1,1.003044426906854,True,3,10,15.0,15.15
S5,6,2,1.010298600886017,True,3,10,15.0,15.15
S5,6,3,1.005999821703881,True,3,10,15.0,15.15
S5,6,4,1.013597005046904,True,3,10,15.0,15.15
S5,6,5,1.0873758192174137,True,3,10,15.0,15.15
S5,6,6,1.0096199652180076,True,3,10,15.0,15.15
S5,6,7,1.0922435647808015,True,3,10,15.0,15.15
S5,6,8,1.0069493278861046,True,3,10,15.0,15.15
S5,6,9,1.0869264509528875,True,3,10,15.0,15.15
S5,8,0,1.0159209938719869,True,3,10,15.0,12.43
S5,8,1,1.00530088506639,True,3,10,15.0,12.43
S5,8,2,1.0134005560539663,True,3,10,15.0,12.43
S5,8,3,1.023219978902489,True,3,10,15.0,12.43
S5,8,4,1.0213084178976715,True,3,10,15.0,12.43
S5,8,5,1.0987652726471424,True,3,10,15.0,12.43
S5,8,6,1.1038683876395226,True,3,10,15.0,12.43
S5,8,7,1.008340751286596,True,3,10,15.0,12.43
S5,8,8,1.0106164086610079,True,3,10,15.0,12.43
S5,8,9,1.0038800626061857,True,3,10,15.0,12.43
S5,9,0,1.0091455769725144,True,3,10,15.0,13.58
S5,9,1,1.1797879412770271,True,3,10,15.0,13.58
S5,9,2,1.0427831043489277,True,3,10,15.0,13.58
S5,9,3,1.0194572773762047,True,3,10,15.0,13.58
S5,9,4,1.4166952450759709,True,3,10,15.0,13.58
S5,9,5,1.030494543723762,True,3,10,15.0,13.58
S5,9,6,1.0373545000329614,True,3,10,15.0,13.58
S5,9,7,1.2184824543073773,True,3,10,15.0,13.58
S5,9,8,1.0298836869187653,True,3,10,15.0,13.58
S5,9,9,1.0131492880173028,True,3,10,15.0,13.58
S5,10,0,1.0253244792111218,True,3,10,15.0,12.87
S5,10,1,1.005973692983389,True,3,10,15.0,12.87
S5,10,2,1.0180841139517725,True,3,10,15.0,12.87
S5,10,3,1.0123176309280097,True,3,10,15.0,12.87
S5,10,4,1.0157731547951698,True,3,10,15.0,12.87
S5,10,5,1.0854611177928746,True,3,10,15.0,12.87
S5,10,6,1.008050112053752,True,3,10,15.0,12.87
S5,10,7,1.1071295216679573,True,3,10,15.0,12.87
S5,10,8,1.1148853059858084,True,3,10,15.0,12.87
S5,10,9,1.010522780008614,True,3,10,15.0,12.87
S5,11,0,1.0162283228710294,True,3,10,15.0,14.91
S5,11,1,1.020927709992975,True,3,10,15.0,14.91
S5,11,2,1.010825778823346,True,3,10,15.0,14.91
S5,11,3,1.0036815232597291,True,3,10,15.0,14.91
S5,11,4,1.0963658150285482,True,3,10,15.0,14.91
S5,11,5,1.0981665961444378,True,3,10,15.0,14.91
S5,11,6,1.0199763039126992,True,3,10,15.0,14.91
S5,11,7,1.0062007405795157,True,3,10,15.0,14.91
S5,11,8,1.0079550528898835,True,3,10,15.0,14.91
S5,11,9,1.0087357792071998,True,3,10,15.0,14.91
S5,12,0,1.0098395640961826,True,3,10,15.0,15.35
S5,12,1,1.0025583491660655,True,3,10,15.0,15.35
S5,12,2,1.0867032511159778,True,3,10,15.0,15.35
S5,12,3,1.0153713668696582,True,3,10,15.0,15.35
S5,12,4,1.0132685168646276,True,3,10,15.0,15.35
S5,12,5,1.0062892008572817,True,3,10,15.0,15.35
S5,12,6,1.010710600297898,True,3,10,15.0,15.35
S5,12,7,1.0853487770073116,True,3,10,15.0,15.35
S5,12,8,1.0055169146507978,True,3,10,15.0,15.35
S5,12,9,1.0025489190593362,True,3,10,15.0,15.35
S5,13,0,1.0907041621394455,True,3,10,15.0,12.62
S5,13,1,1.158390834927559,True,3,10,15.0,12.62
S5,13,2,1.0499944989569485,True,3,10,15.0,12.62
S5,13,3,1.0731699378229678,True,3,10,15.0,12.62
S5,13,4,1.1095555210486054,True,3,10,15.0,12.62
S5,13,5,1.1187565559521317,True,3,10,15.0,12.62
S5,13,6,1.059804962016642,True,3,10,15.0,12.62
S5,13,7,1.0267797708511353,True,3,10,15.0,12.62
S5,13,8,1.0877951658330858,True,3,10,15.0,12.62
S5,13,9,1.03797308774665,True,3,10,15.0,12.62
S5,14,0,1.0908578922972083,True,3,10,15.0,13.54
S5,14,1,1.0962584163062274,True,3,10,15.0,13.54
S5,14,2,1.1189987557008862,True,3,10,15.0,13.54
S5,14,3,1.0112992962822318,True,3,10,15.0,13.54
S5,14,4,1.0589826661162078,True,3,10,15.0,13.54
S5,14,5,1.283172540832311,True,3,10,15.0,13.54
S5,14,6,1.1327874879352748,True,3,10,15.0,13.54
S5,14,7,1.094346263911575,True,3,10,15.0,13.54
S5,14,8,1.1021646270528436,True,3,10,15.0,13.54
S5,14,9,1.018135613296181,True,3,10,15.0,13.54
S5,15,0,1.006664608605206,True,3,10,15.0,12.74
S5,15,1,1.0875418982468545,True,3,10,15.0,12.74
S5,15,2,1.0030503361485898,True,3,10,15.0,12.74
S5,15,3,1.0056715039536357,True,3,10,15.0,12.74
S5,15,4,1.08434205269441,True,3,10,15.0,12.74
S5,15,5,1.0028067571111023,True,3,10,15.0,12.74
S5,15,6,1.005138506181538,True,3,10,15.0,12.74
S5,15,7,1.0840645139105618,True,3,10,15.0,12.74
S5,15,8,1.0037259333766997,True,3,10,15.0,12.74
S5,15,9,1.0048001981340349,True,3,10,15.0,12.74
S5,17,0,1.0085162306204438,True,3,10,15.0,13.05
S5,17,1,1.0043426002375782,True,3,10,15.0,13.05
S5,17,2,1.0129510289989412,True,3,10,15.0,13.05
S5,17,3,1.0157247646711767,True,3,10,15.0,13.05
S5,17,4,1.007018547039479,True,3,10,15.0,13.05
S5,17,5,1.0143910711631179,True,3,10,15.0,13.05
S5,17,6,1.003237625118345,True,3,10,15.0,13.05
S5,17,7,1.0116765843704343,True,3,10,15.0,13.05
S5,17,8,1.0860895346850157,True,3,10,15.0,13.05
S5,17,9,1.0099156526848674,True,3,10,15.0,13.05
S5,16,0,1.307467324193567,True,3,10,15.0,13.58
S5,16,1,0.9224545159377158,True,3,10,15.0,13.58
S5,16,2,1.3808909179642797,True,3,10,15.0,13.58
S5,16,3,1.1609068531543016,True,3,10,15.0,13.58
S5,16,4,1.0108246579766273,True,3,10,15.0,13.58
S5,16,5,1.3079601707868278,True,3,10,15.0,13.58
S5,16,6,1.306476787198335,True,3,10,15.0,13.58
S5,16,7,1.002497639041394,True,3,10,15.0,13.58
S5,16,8,1.1656139991246164,True,3,10,15.0,13.58
S5,16,9,1.30475335707888,True,3,10,15.0,13.58
S5,18,0,1.0026270681992173,True,3,10,15.0,13.47
S5,18,1,1.0145946298725903,True,3,10,15.0,13.47
S5,18,2,1.0062708100304008,True,3,10,15.0,13.47
S5,18,3,1.0841706930659711,True,3,10,15.0,13.47
S5,18,4,1.0103133106604218,True,3,10,15.0,13.47
S5,18,5,1.0883569926954806,True,3,10,15.0,13.47
S5,18,6,1.0055800238624215,True,3,10,15.0,13.47
S5,18,7,1.011495724786073,True,3,10,15.0,13.47
S5,18,8,1.009255646262318,True,3,10,15.0,13.47
S5,18,9,1.0848096809349954,True,3,10,15.0,13.47
S5,19,0,1.0580514199100435,True,3,10,15.0,12.86
S5,19,1,1.0182214132510126,True,3,10,15.0,12.86
S5,19,2,1.052568256855011,True,3,10,15.0,12.86
S5,19,3,1.1154256430454552,True,3,10,15.0,12.86
S5,19,4,1.0930086909793317,True,3,10,15.0,12.86
S5,19,5,1.111290873028338,True,3,10,15.0,12.86
S5,19,6,1.0698839430697262,True,3,10,15.0,12.86
S5,19,7,1.0367990229278803,True,3,10,15.0,12.86
S5,19,8,1.1101481979712844,True,3,10,15.0,12.86
S5,19,9,1.0434717508032918,True,3,10,15.0,12.86
S5,21,0,1.0928103919140995,True,3,10,15.0,13.06
S5,21,1,1.0122444406151772,True,3,10,15.0,13.06
S5,21,2,1.0034991740249097,True,3,10,15.0,13.06
S5,21,3,1.0085922400467098,True,3,10,15.0,13.06
S5,21,4,1.0104725998826325,True,3,10,15.0,13.06
S5,21,5,1.0066008688881993,True,3,10,15.0,13.06
S5,21,6,1.0051578762941062,True,3,10,15.0,13.06
S5,21,7,1.3243075022473931,True,3,10,15.0,13.06
S5,21,8,1.3191653569228947,True,3,10,15.0,13.06
S5,21,9,1.4010063312016428,True,3,10,15.0,13.06
S5,20,0,1.2223426848649979,True,3,10,15.0,13.78
S5,20,1,1.1396047160960734,True,3,10,15.0,13.78
S5,20,2,1.0023104096762836,True,3,10,15.0,13.78
S5,20,3,1.0293635190464556,True,3,10,15.0,13.78
S5,20,4,1.3060864699073136,True,3,10,15.0,13.78
S5,20,5,2.196760069578886,True,3,10,15.0,13.78
S5,20,6,1.1367119187489152,True,3,10,15.0,13.78
S5,20,7,1.307895481120795,True,3,10,15.0,13.78
S5,20,8,2.1982942121103406,True,3,10,15.0,13.78
S5,20,9,2.1951362676918507,True,3,10,15.0,13.78
S5,23,0,1.1173295439220965,True,3,10,15.0,12.74
S5,23,1,1.032207524869591,True,3,10,15.0,12.74
S5,23,2,1.2002141219563782,True,3,10,15.0,12.74
S5,23,3,1.1157940099947155,True,3,10,15.0,12.74
S5,23,4,1.0147278499789536,True,3,10,15.0,12.74
S5,23,5,1.1102999169379473,True,3,10,15.0,12.74
S5,23,6,1.1010739118792117,True,3,10,15.0,12.74
S5,23,7,1.0223052729852498,True,3,10,15.0,12.74
S5,23,8,1.0168304294347763,True,3,10,15.0,12.74
S5,23,9,1.0961255757138133,True,3,10,15.0,12.74
S5,22,0,1.0716982237063348,True,3,10,15.0,15.25
S5,22,1,1.0386572740972042,True,3,10,15.0,15.25
S5,22,2,1.031357099302113,True,3,10,15.0,15.25
S5,22,3,1.0297959269955754,True,3,10,15.0,15.25
S5,22,4,1.0511109731160104,True,3,10,15.0,15.25
S5,22,5,1.1130845239385962,True,3,10,15.0,15.25
S5,22,6,1.060167459771037,True,3,10,15.0,15.25
S5,22,7,1.1295219641178846,True,3,10,15.0,15.25
S5,22,8,1.082225983031094,True,3,10,15.0,15.25
S5,22,9,1.067332814913243,True,3,10,15.0,15.25
S5,25,0,1.0868492107838392,True,3,10,15.0,12.64
S5,25,1,1.0066825090907514,True,3,10,15.0,12.64
S5,25,2,1.0145877311006188,True,3,10,15.0,12.64
S5,25,3,1.0123357120901346,True,3,10,15.0,12.64
S5,25,4,1.0087653789669275,True,3,10,15.0,12.64
S5,25,5,1.0045243403874338,True,3,10,15.0,12.64
S5,25,6,1.010327321011573,True,3,10,15.0,12.64
S5,25,7,1.0873762387782335,True,3,10,15.0,12.64
S5,25,8,1.3313954179175198,True,3,10,15.0,12.64
S5,25,9,1.003014347050339,True,3,10,15.0,12.64
S5,24,0,1.0127855399623513,True,3,10,15.0,15.22
S5,24,1,1.005006967112422,True,3,10,15.0,15.22
S5,24,2,1.0996466889046133,True,3,10,15.0,15.22
S5,24,3,1.1743614077568054,True,3,10,15.0,15.22
S5,24,4,1.0037789633497596,True,3,10,15.0,15.22
S5,24,5,1.0083301211707294,True,3,10,15.0,15.22
S5,24,6,1.014708821196109,True,3,10,15.0,15.22
S5,24,7,1.1748705049976707,True,3,10,15.0,15.22
S5,24,8,1.0065066399984062,True,3,10,15.0,15.22
S5,24,9,1.0103140007704496,True,3,10,15.0,15.22
S5,26,0,1.1752577726729214,True,3,10,15.0,13.01
S5,26,1,1.0139484140090644,True,3,10,15.0,13.01
S5,26,2,1.0292758787982166,True,3,10,15.0,13.01
S5,26,3,1.0322505151852965,True,3,10,15.0,13.01
S5,26,4,1.0391632611863315,True,3,10,15.0,13.01
S5,26,5,1.0406108042225242,True,3,10,15.0,13.01
S5,26,6,1.054730735719204,True,3,10,15.0,13.01
S5,26,7,1.0195289473049343,True,3,10,15.0,13.01
S5,26,8,1.0493833217769861,True,3,10,15.0,13.01
S5,26,9,1.0958593771792948,True,3,10,15.0,13.01
S5,27,0,1.097626117989421,True,3,10,15.0,14.94
S5,27,1,1.0061749913729727,True,3,10,15.0,14.94
S5,27,2,1.0915768281556666,True,3,10,15.0,14.94
S5,27,3,1.0046903882175684,True,3,10,15.0,14.94
S5,27,4,1.0036471029743552,True,3,10,15.0,14.94
S5,27,5,1.01241768989712,True,3,10,15.0,14.94
S5,27,6,1.0090571572072804,True,3,10,15.0,14.94
S5,27,7,1.0174735160544515,True,3,10,15.0,14.94
S5,27,8,1.088884920347482,True,3,10,15.0,14.94
S5,27,9,1.0142158423550427,True,3,10,15.0,14.94
S5,28,0,1.0112212370149791,True,3,10,15.0,12.93
S5,28,1,1.0982989948242903,True,3,10,15.0,12.93
S5,28,2,1.01822698302567,True,3,10,15.0,12.93
S5,28,3,1.0866414019837976,True,3,10,15.0,12.93
S5,28,4,1.0024968786165118,True,3,10,15.0,12.93
S5,28,5,1.0134430658072233,True,3,10,15.0,12.93
S5,28,6,1.0869679800234735,True,3,10,15.0,12.93
S5,28,7,1.005901062861085,True,3,10,15.0,12.93
S5,28,8,1.007978443056345,True,3,10,15.0,12.93
S5,28,9,1.0068339281715453,True,3,10,15.0,12.93
S5,29,0,1.2186489230953157,True,3,10,15.0,12.96
S5,29,1,1.1413081367500126,True,3,10,15.0,12.96
S5,29,2,1.0908031719736755,True,3,10,15.0,12.96
S5,29,3,1.134410051163286,True,3,10,15.0,12.96
S5,29,4,1.002719827927649,True,3,10,15.0,12.96
S5,29,5,1.092957701999694,True,3,10,15.0,12.96
S5,29,6,1.136488731019199,True,3,10,15.0,12.96
S5,29,7,1.00382120301947,True,3,10,15.0,12.96
S5,29,8,1.1398371341638267,True,3,10,15.0,12.96
S5,29,9,1.085083510261029,True,3,10,15.0,12.96
