trial_id,label,t_verify_used,V_score,n_matches,sun_shift,blur_sigma,occl_frac,honest_tile,byzantine_tile,inference_ms
154,honest,0.3,0.15,3,-15.0,1.0,0.0,tile_47.4065_8.5575_47.4100_8.5630.png,,6.9
155,honest,0.3,0.9,18,0.0,1.0,0.0,tile_47.3955_8.5685_47.4010_8.5700.png,,7.6
156,honest,0.3,0.85,17,-15.0,1.0,0.0,tile_47.3955_8.5685_47.4010_8.5700.png,,7.3
157,honest,0.3,0.45,9,0.0,1.0,0.0,tile_47.3900_8.5355_47.3955_8.5410.png,,6.9
158,honest,0.3,0.7,14,0.0,1.0,0.0,tile_47.4065_8.5685_47.4100_8.5700.png,,6.8
159,honest,0.3,0.55,11,-15.0,1.0,0.0,tile_47.4010_8.5575_47.4065_8.5630.png,,7.0
160,honest,0.3,0.75,15,0.0,1.0,0.0,tile_47.3955_8.5520_47.4010_8.5575.png,,6.8
161,honest,0.3,1.0,20,-15.0,0.0,0.0,tile_47.4065_8.5685_47.4100_8.5700.png,,6.8
162,honest,0.3,1.0,20,15.0,0.0,0.0,tile_47.4065_8.5685_47.4100_8.5700.png,,6.8
163,honest,0.3,1.0,20,0.0,0.0,0.0,tile_47.4010_8.5410_47.4065_8.5465.png,,6.9
164,honest,0.3,0.6,12,-15.0,1.0,0.0,tile_47.4010_8.5465_47.4065_8.5520.png,,6.8
165,honest,0.3,0.6,12,15.0,1.0,0.0,tile_47.4010_8.5630_47.4065_8.5685.png,,6.8
166,honest,0.3,0.15,3,0.0,1.0,0.0,tile_47.4065_8.5575_47.4100_8.5630.png,,6.8
167,honest,0.3,0.75,15,0.0,1.0,0.0,tile_47.3955_8.5630_47.4010_8.5685.png,,6.8
168,honest,0.3,1.0,20,-15.0,0.0,0.0,tile_47.3900_8.5685_47.3955_8.5700.png,,6.9
169,honest,0.3,1.0,20,15.0,0.0,0.0,tile_47.3955_8.5575_47.4010_8.5630.png,,6.7
170,honest,0.3,0.65,13,15.0,1.0,0.0,tile_47.4010_8.5410_47.4065_8.5465.png,,6.8
171,honest,0.3,1.0,20,-15.0,0.0,0.0,tile_47.3955_8.5630_47.4010_8.5685.png,,6.8
172,honest,0.3,1.0,20,0.0,0.0,0.0,tile_47.3900_8.5300_47.3955_8.5355.png,,6.9
173,honest,0.3,1.0,20,15.0,0.0,0.0,tile_47.3900_8.5410_47.3955_8.5465.png,,6.8
174,honest,0.3,0.65,13,-15.0,1.0,0.0,tile_47.4065_8.5685_47.4100_8.5700.png,,6.8
175,honest,0.3,1.0,20,-15.0,0.0,0.0,tile_47.4065_8.5630_47.4100_8.5685.png,,6.8
176,honest,0.3,0.5,10,0.0,1.0,0.0,tile_47.3955_8.5465_47.4010_8.5520.png,,6.8
177,honest,0.3,0.55,11,-15.0,1.0,0.0,tile_47.3900_8.5685_47.3955_8.5700.png,,6.8
178,honest,0.3,0.8,16,-15.0,1.0,0.0,tile_47.3900_8.5520_47.3955_8.5575.png,,6.7
